rank,score,hidden,competition,mli,county,state,metro,legal,legal_note,homes_sold,population,pop_growth_4yr,permits_2025,permits_per_1k,median_price,months_supply,median_dom,sale_to_list,price_yoy,sales_yoy,period
230,88.6,3.6,85.0,32.6,"Anderson County, SC",SC,"Greenville, SC",Mktg limits,HB 4754: no advertising property you don't own,284,217183,0.0636214934963172,1493,6.87,299995.0,4.1,68.0,0.9814888235,-0.07693846154,-0.07792207792,2026-05-31
231,88.5,14.9,73.6,41.0,"Craighead County, AR",AR,"Jonesboro, AR",Clear,"Generally permitted; use 'and/or assigns', market privately",126,115852,0.03788645709217634,973,8.4,236450.0,3.4,65.0,0.9811304375,0.006170212766,-0.37,2026-05-31
232,88.5,37.2,51.3,5.8,"Santa Cruz County, AZ",AZ,"Nogales, AZ",Clear,"Generally permitted; use 'and/or assigns', market privately",43,50508,0.05860160965794769,353,6.99,275000.0,6.4,116.0,0.9828715508,-0.08333333333,-0.0652173913,2026-05-31
233,88.4,47.4,41.0,68.8,"Payette County, ID",ID,"Ontario, OR",Clear,"Generally permitted; use 'and/or assigns', market privately",44,27662,0.0810536188838518,181,6.54,403500.0,2.3,48.0,0.9897861612,0.1054794521,0.2941176471,2026-05-31
234,88.4,6.3,82.1,86.7,"Columbia County, GA",GA,"Augusta, GA",Mktg limits,No public property ads without ownership/license,230,167472,0.06759142979173706,1213,7.24,361500.0,1.5,30.0,0.9883823109,-0.03057119871,-0.1353383459,2026-05-31
235,88.3,24.8,63.5,78.8,"Scott County, KY",KY,"Lexington, KY",License req'd,HB 62: marketing an equitable interest = brokerage,87,61700,0.0723907186929695,393,6.37,335000.0,1.7,41.0,0.9887333574,0.0,-0.2232142857,2026-05-31
236,88.3,40.6,47.7,30.3,"Cherokee County, NC",NC,North Carolina nonmetropolitan area,License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,58,30373,0.05227965631929046,239,7.87,303500.0,5.7,41.0,0.9652390022,0.01845637584,0.4146341463,2026-05-31
237,88.2,50.3,37.9,35.2,"Marshall County, MS",MS,"Memphis, TN",Clear,"Generally permitted; use 'and/or assigns', market privately",30,34374,0.017494005860935975,372,10.82,275990.0,5.0,51.0,0.9807645128,-0.1623975721,-0.347826087,2026-05-31
238,88.2,36.2,52.0,16.8,"Warren County, TN",TN,"McMinnville, TN",Clear,"Generally permitted; use 'and/or assigns', market privately",52,43619,0.06234930222362941,271,6.21,260000.0,4.2,97.0,0.9751472494,-0.1331888648,0.1818181818,2026-05-31
239,88.1,52.0,36.1,24.5,"DeSoto County, FL",FL,"Arcadia, FL",Clear,"Generally permitted; use 'and/or assigns', market privately",26,36744,0.07788436152424535,159,4.33,240000.0,4.6,55.0,0.9420960179,-0.2920353982,0.1304347826,2026-05-31
240,88.1,1.9,86.2,39.0,"Henry County, GA",GA,"Atlanta, GA",Mktg limits,No public property ads without ownership/license,292,259315,0.07213882009534166,1666,6.42,345260.0,4.3,59.0,0.9890861528,0.0249209624,-0.204359673,2026-05-31
241,88.0,70.1,17.9,40.9,"Pike County, GA",GA,"Atlanta, GA",Mktg limits,No public property ads without ownership/license,17,20669,0.09111545161801193,106,5.13,385000.0,5.0,63.0,1.020634767,-0.1443493722,-0.05555555556,2026-05-31
242,88.0,44.3,43.7,37.3,"Lumpkin County, GA",GA,Georgia nonmetropolitan area,Mktg limits,No public property ads without ownership/license,39,36016,0.07075752170293732,270,7.5,410000.0,4.6,51.0,0.9767317054,0.0582010582,-0.07142857143,2026-05-31
243,87.9,27.6,60.3,42.7,"Jefferson County, TN",TN,"Morristown, TN",Clear,"Generally permitted; use 'and/or assigns', market privately",70,59217,0.07829997996977256,331,5.59,333900.0,4.6,42.0,0.9741103245,0.04311152765,-0.05405405405,2026-05-31
244,87.9,13.0,74.9,68.1,"Suffolk, VA",VA,"Virginia Beach, VA",Clear,"Generally permitted; use 'and/or assigns', market privately",161,103105,0.08767432537924341,589,5.71,404500.0,2.7,45.0,0.9926130603,-0.04823529412,-0.1005586592,2026-05-31
245,87.8,68.2,19.6,28.2,"Union County, TN",TN,"Knoxville, TN",Clear,"Generally permitted; use 'and/or assigns', market privately",19,21064,0.06142605190224238,154,7.31,340000.0,4.7,69.0,0.9837609836,-0.1282051282,-0.09523809524,2026-05-31
246,87.8,69.6,2.4,15.1,"Broadwater County, MT",MT,Montana nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",14,8302,0.209675069211715,3,0.36,527500.0,5.9,79.0,,-0.1044142615,0.2727272727,2026-05-31
247,87.7,46.2,41.5,55.0,"Haralson County, GA",GA,"Atlanta, GA",Mktg limits,No public property ads without ownership/license,39,32404,0.07869507323568575,159,4.91,295000.0,2.9,56.0,0.9845172399,-0.09923664122,0.3,2026-05-31
248,87.7,47.4,40.3,51.0,"Caroline County, VA",VA,Virginia nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",35,33477,0.08238223026932652,224,6.69,441900.0,4.7,41.0,0.9956870153,0.1944857413,-0.3518518519,2026-05-31
249,87.6,60.3,9.3,19.1,"Sanders County, MT",MT,Montana nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",16,13895,0.11507904662547147,,,474500.0,6.8,55.0,,0.09837962963,0.0,2026-05-31
250,87.6,19.9,67.7,22.2,"Putnam County, TN",TN,"Cookeville, TN",Clear,"Generally permitted; use 'and/or assigns', market privately",98,84894,0.060141362171882415,629,7.41,347900.0,4.6,75.0,0.9717702946,0.02474226804,-0.08411214953,2026-05-31
251,87.5,1.1,86.4,40.8,"Mohave County, AZ",AZ,"Lake Havasu City, AZ",Clear,"Generally permitted; use 'and/or assigns', market privately",337,226479,0.05745822302531131,1817,8.02,380000.0,4.2,53.0,0.9792769578,0.03754266212,-0.1658415842,2026-05-31
252,87.5,0.8,86.7,61.7,"Deschutes County, OR",OR,"Bend, OR",Register,HB 4058: register with the OR Real Estate Agency,371,211535,0.06048528600792099,2574,12.17,679900.0,4.3,29.0,0.9884190214,-0.01819494585,0.1041666667,2026-05-31
253,87.4,41.4,46.0,56.2,"Cass County, MN",MN,"Brainerd, MN",Clear,"Generally permitted; use 'and/or assigns', market privately",51,31442,0.04243750414428751,271,8.62,323000.0,4.4,31.0,0.9800817311,-0.07714285714,0.243902439,2026-05-31
254,87.4,9.7,77.7,26.3,"Gallatin County, MT",MT,"Bozeman, MT",Clear,"Generally permitted; use 'and/or assigns', market privately",177,126984,0.06167699214928892,1544,12.16,689000.0,4.6,70.0,,0.06,0.05988023952,2026-05-31
255,87.3,-11.4,98.7,28.2,"Travis County, TX",TX,"Austin, TX",Disclosure,Must disclose equitable interest when marketing,1356,1363767,0.05179429435219534,15059,11.04,550000.0,5.6,52.0,0.9753877654,0.06796116505,0.01497005988,2026-05-31
256,87.3,54.0,33.3,39.8,"Franklin County, GA",GA,Georgia nonmetropolitan area,Mktg limits,No public property ads without ownership/license,33,25208,0.0737317374451591,142,5.63,330000.0,3.6,60.0,0.973642424,0.1186440678,0.32,2026-05-31
257,87.2,43.1,44.1,69.5,"Marion County, IA",IA,"Pella, IA",Mktg limits,No public property ads without ownership/license,42,34048,0.01897408271981804,339,9.96,267500.0,2.6,36.0,0.9764806956,-0.04464285714,0.1351351351,2026-05-31
258,87.2,24.7,58.3,17.4,"Wilson County, TX",TX,"San Antonio, TX",Disclosure,Must disclose equitable interest when marketing,63,55415,0.1071706859003816,127,2.29,333900.0,4.8,85.0,0.9726661251,0.01212488633,0.1886792453,2026-05-31
259,87.1,37.8,49.3,25.2,"Bryan County, OK",OK,"Durant, OK",License req'd,SB 1075 (Nov 2025) closed the double-close loophole,38,50305,0.0858444137454671,155,3.08,247500.0,5.3,59.0,0.9711703462,-0.004584942085,0.3103448276,2026-05-31
260,87.1,-9.0,96.1,36.7,"Volusia County, FL",FL,"Deltona, FL",Clear,"Generally permitted; use 'and/or assigns', market privately",967,602772,0.08460608328894903,2826,4.69,350000.0,4.1,55.0,0.9685723511,0.02564102564,-0.008205128205,2026-05-31
261,87.0,34.2,52.8,36.4,"Fayette County, TN",TN,"Memphis, TN",Clear,"Generally permitted; use 'and/or assigns', market privately",53,44476,0.06236713244954019,356,8.0,427500.0,5.2,50.0,0.9874103836,0.1118480084,-0.1846153846,2026-05-31
262,87.0,25.7,61.3,32.3,"Bonner County, ID",ID,"Sandpoint, ID",Clear,"Generally permitted; use 'and/or assigns', market privately",83,53955,0.1380270401383645,207,3.84,650000.0,5.8,43.0,0.978192654,0.06131112744,0.2575757576,2026-05-31
263,86.9,11.6,75.3,66.0,"Frederick County, VA",VA,"Winchester, VA",Clear,"Generally permitted; use 'and/or assigns', market privately",175,98109,0.06748125822842656,707,7.21,415000.0,3.0,43.0,0.9917883876,-0.03263403263,-0.1706161137,2026-05-31
264,86.9,-2.0,88.9,92.6,"Washington County, MN",MN,"Minneapolis, MN",Clear,"Generally permitted; use 'and/or assigns', market privately",394,283960,0.05797317436661699,2382,8.39,430000.0,1.9,22.0,1.004569231,-0.01149425287,-0.0223325062,2026-05-31
265,86.8,14.1,72.7,77.2,"Christian County, MO",MO,"Springfield, MO",Clear,"Generally permitted; use 'and/or assigns', market privately",140,96045,0.07560418393173114,495,5.15,331950.0,2.2,31.0,,-0.01337494427,-0.1463414634,2026-05-31
266,86.8,23.6,63.2,36.1,"Stanly County, NC",NC,"Albemarle, NC",License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,77,67326,0.07413966400229742,336,4.99,315000.0,4.6,56.0,0.9822793283,0.1130742049,0.115942029,2026-05-31
267,86.7,71.5,15.2,40.1,"Duchesne County, UT",UT,Utah nonmetropolitan area,Mktg limits,No public property ads without ownership/license,15,20803,0.06002547770700637,127,6.1,300000.0,6.4,22.0,0.9775587614,-0.0625,-0.1176470588,2026-05-31
268,86.7,65.7,21.0,10.8,"Piscataquis County, ME",ME,Maine nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",25,17432,0.03755728825665139,140,8.03,280000.0,6.8,65.0,0.9436887829,0.1428571429,-0.1935483871,2026-05-31
269,86.6,19.4,67.2,64.2,"Bullitt County, KY",KY,"Louisville, KY",License req'd,HB 62: marketing an equitable interest = brokerage,92,85802,0.041741537564955564,654,7.62,283100.0,3.1,40.0,0.9847300921,-0.07408013083,-0.1320754717,2026-05-31
270,86.6,9.9,76.7,59.6,"Faulkner County, AR",AR,"Little Rock, AR",Clear,"Generally permitted; use 'and/or assigns', market privately",154,131611,0.06292198352447101,703,5.34,269450.0,3.2,44.0,0.9830245735,0.1560284449,-0.1396648045,2026-05-31
271,86.5,40.7,45.8,9.3,"Pearl River County, MS",MS,"Picayune, MS",Clear,"Generally permitted; use 'and/or assigns', market privately",27,59030,0.05022506093547067,383,6.49,265000.0,8.0,71.0,0.9760858301,0.0,-0.1290322581,2026-05-31
272,86.5,31.7,54.8,8.8,"Atascosa County, TX",TX,"San Antonio, TX",Disclosure,Must disclose equitable interest when marketing,51,52783,0.07086630148103064,242,4.58,275000.0,5.0,108.0,0.9597729622,0.3480458238,0.5454545455,2026-05-31
273,86.4,-8.1,94.5,13.5,"Collier County, FL",FL,"Naples, FL",Clear,"Generally permitted; use 'and/or assigns', market privately",957,416233,0.10309781067550772,2736,6.57,625000.0,5.3,77.0,0.9428940298,0.0162601626,0.08503401361,2026-05-31
274,86.4,70.8,15.6,5.0,"Bayfield County, WI",WI,Wisconsin nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",19,16838,0.03695036334523956,168,9.98,415000.0,5.6,130.0,0.9791295218,0.09210526316,0.1176470588,2026-05-31
275,86.3,76.6,9.7,21.2,"Trousdale County, TN",TN,"Nashville, TN",Clear,"Generally permitted; use 'and/or assigns', market privately",19,12159,0.04512635379061372,112,9.21,419900.0,2.2,120.0,0.9904753874,0.09064935065,0.3571428571,2026-05-31
276,86.3,-0.3,86.6,55.5,"Lafayette Parish, LA",LA,"Lafayette, LA",Clear,"Generally permitted; use 'and/or assigns', market privately",308,254241,0.04981046998488715,1612,6.34,255938.0,3.6,44.0,0.9821668101,0.01161264822,0.00325732899,2026-05-31
277,86.2,32.8,53.4,73.2,"Madison County, OH",OH,"Columbus, OH",Disclosure,SB 155: bold written disclosure or seller can cancel,54,45531,0.038145834283369054,420,9.22,377991.5,2.5,47.0,1.006545481,0.09562753623,-0.08474576271,2026-05-31
278,86.2,15.3,70.9,95.5,"Rockingham County, VA",VA,"Harrisonburg, VA",Clear,"Generally permitted; use 'and/or assigns', market privately",123,87674,0.04649136418434214,685,7.81,335000.0,1.4,17.0,0.9949104292,-0.06944444444,-0.1086956522,2026-05-31
279,86.1,82.9,3.2,0.3,"Alleghany County, NC",NC,North Carolina nonmetropolitan area,License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,11,11379,0.044999540821012034,82,7.21,290000.0,9.8,132.0,0.9434356707,-0.2266666667,-0.2142857143,2026-05-31
280,86.1,7.4,78.7,50.6,"Livingston Parish, LA",LA,"Baton Rouge, LA",Clear,"Generally permitted; use 'and/or assigns', market privately",165,152886,0.07028548226761687,655,4.28,259900.0,3.2,56.0,0.9830707501,0.05650406504,-0.08839779006,2026-05-31
281,86.0,-1.6,87.6,50.4,"Forsyth County, GA",GA,"Atlanta, GA",Mktg limits,No public property ads without ownership/license,316,280096,0.10748840501203981,1743,6.22,642500.0,4.3,38.0,0.9777305904,0.01984126984,-0.1173184358,2026-05-31
282,86.0,5.7,80.3,61.7,"Kendall County, IL",IL,"Elgin, IL",License req'd,Only 1 deal / 12 mo without a broker license (RELA),224,143171,0.08175231014499323,733,5.12,400000.0,2.9,53.0,0.9974591086,0.01265822785,0.08212560386,2026-05-31
283,85.9,15.6,70.3,29.0,"Oconee County, SC",SC,"Seneca, SC",Mktg limits,HB 4754: no advertising property you don't own,123,82475,0.04680975287801287,753,9.13,440000.0,4.7,64.0,0.9774899722,0.1780455154,0.04237288136,2026-05-31
284,85.9,-13.3,99.2,58.8,"Hillsborough County, FL",FL,"Tampa, FL",Clear,"Generally permitted; use 'and/or assigns', market privately",1824,1581426,0.07849991816247477,8696,5.5,405000.0,3.1,44.0,0.9773717791,0.0125,-0.01245262588,2026-05-31
285,85.8,5.8,80.0,20.9,"Yuma County, AZ",AZ,"Yuma, AZ",Clear,"Generally permitted; use 'and/or assigns', market privately",142,220310,0.07120803248000389,1155,5.24,339900.0,5.4,74.0,0.9875081739,0.1035714286,-0.202247191,2026-05-31
286,85.8,2.4,83.4,77.9,"Johnson County, IA",IA,"Iowa City, IA",Mktg limits,No public property ads without ownership/license,283,160080,0.04591903405378564,1241,7.75,342500.0,2.2,36.0,0.9890467322,0.0223880597,-0.07213114754,2026-05-31
287,85.7,18.6,67.1,60.2,"Crow Wing County, MN",MN,"Brainerd, MN",Clear,"Generally permitted; use 'and/or assigns', market privately",113,68642,0.03555857282944859,625,9.11,367400.0,3.6,36.0,0.9799404206,-0.0002721088435,0.1530612245,2026-05-31
288,85.7,-12.8,98.5,56.6,"Mecklenburg County, NC",NC,"Charlotte, NC",License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,1483,1206285,0.08064586929782677,7496,6.21,470000.0,3.6,46.0,0.9884899876,0.04560622914,-0.04137039431,2026-05-31
289,85.6,23.7,61.9,37.0,"Roane County, TN",TN,"Knoxville, TN",Clear,"Generally permitted; use 'and/or assigns', market privately",81,56742,0.057356887298747765,380,6.7,350000.0,3.5,63.0,0.9688791651,0.04011887073,0.1408450704,2026-05-31
290,85.6,-3.9,89.5,68.7,"Cherokee County, GA",GA,"Atlanta, GA",Mktg limits,No public property ads without ownership/license,426,293513,0.09450756798884286,1524,5.19,495750.0,3.2,34.0,0.9865706369,0.01173469388,0.05445544554,2026-05-31
291,85.5,70.2,0.8,29.7,"Mineral County, MT",MT,Montana nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",13,5195,0.13725919439579684,3,0.58,470000.0,2.5,93.0,,-0.04471544715,0.625,2026-05-31
292,85.5,22.7,62.8,57.9,"Pickaway County, OH",OH,"Columbus, OH",Disclosure,SB 155: bold written disclosure or seller can cancel,80,62158,0.05955952543297423,406,6.53,354950.0,2.5,59.0,0.9866255992,0.02735166425,0.05263157895,2026-05-31
293,85.4,18.8,66.6,88.7,"Broomfield County, CO",CO,"Denver, CO",Clear,"Generally permitted; use 'and/or assigns', market privately",93,78323,0.05140011276075926,970,12.38,699000.0,2.4,18.0,0.9969659208,0.09048361934,0.1481481481,2026-05-31
294,85.4,77.3,8.1,6.4,"Henry County, AL",AL,"Dothan, AL",Clear,"Generally permitted; use 'and/or assigns', market privately",11,18141,0.056490594607186535,100,5.51,267000.0,8.5,74.0,0.9700910147,0.06842737095,-0.3529411765,2026-05-31
295,85.3,6.5,78.8,57.1,"Clark County, IN",IN,"Louisville, KY",Disclosure,Assignment disclosure required; else 'deceptive act',200,127479,0.050273115993969206,794,6.23,276200.0,2.4,65.0,0.9940703324,-0.01708185053,0.1494252874,2026-05-31
296,85.3,2.7,82.6,59.8,"Davidson County, NC",NC,"Winston-Salem, NC",License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,229,177809,0.05181307305530908,1216,6.84,330000.0,3.0,49.0,0.9879429089,0.1,0.004385964912,2026-05-31
297,85.2,42.3,42.9,25.6,"White County, GA",GA,Georgia nonmetropolitan area,Mktg limits,No public property ads without ownership/license,46,29668,0.055274951981219324,190,6.4,326850.0,5.8,48.0,0.9660054735,-0.1735777497,0.2432432432,2026-05-31
298,85.2,63.4,21.8,31.4,"Smith County, TN",TN,"Nashville, TN",Clear,"Generally permitted; use 'and/or assigns', market privately",22,20783,0.04091956325753782,153,7.36,294950.0,4.2,65.0,0.97347568,-0.146186134,-0.2666666667,2026-05-31
299,85.1,-14.7,99.8,47.5,"Harris County, TX",TX,"Houston, TX",Disclosure,Must disclose equitable interest when marketing,4165,5009302,0.057845162682722814,30909,6.17,329330.0,4.0,42.0,0.9695713332,0.02329151053,-0.1392849762,2026-05-31
300,85.1,7.4,77.7,38.6,"Pickens County, SC",SC,"Greenville, SC",Mktg limits,HB 4754: no advertising property you don't own,162,138207,0.04949540204572895,946,6.84,320000.0,3.9,57.0,0.9730592018,0.03259115844,0.1020408163,2026-05-31
301,85.0,59.8,25.2,64.4,"Burnett County, WI",WI,Wisconsin nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",32,17187,0.036735432500904816,143,8.32,337500.0,3.8,36.0,0.9960708651,-0.1343934342,-0.05882352941,2026-05-31
302,85.0,22.6,62.4,70.1,"Lyon County, NV",NV,"Fernley, NV",Clear,"Generally permitted; use 'and/or assigns', market privately",76,63718,0.07150304375609592,409,6.42,440000.0,2.4,45.0,0.9893176966,0.05769230769,-0.1058823529,2026-05-31
303,84.9,46.1,38.8,71.0,"Pine County, MN",MN,Minnesota nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",36,30319,0.04942715724620124,213,7.03,335000.0,2.8,27.0,0.9683496916,0.072,0.05882352941,2026-05-31
304,84.9,46.4,38.5,8.2,"Grand County, CO",CO,Colorado nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",66,16154,0.02584619292563663,311,19.25,747500.0,8.6,61.0,0.9641050574,-0.1457142857,-0.05714285714,2026-05-31
305,84.8,60.2,24.6,55.2,"Morgan County, WV",WV,"Hagerstown, MD",Clear,"Generally permitted; use 'and/or assigns', market privately",30,17780,0.04055714870954527,130,7.31,300111.0,3.6,37.0,0.9676661805,0.01388851351,0.2,2026-05-31
306,84.8,45.4,39.4,34.9,"White County, TN",TN,Tennessee nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",39,29108,0.06055527217080813,163,5.6,315000.0,3.7,73.0,0.9869257503,0.05900151286,0.3448275862,2026-05-31
307,84.7,58.3,26.4,51.7,"Jerome County, ID",ID,"Twin Falls, ID",Clear,"Generally permitted; use 'and/or assigns', market privately",22,26056,0.07367727047964398,143,5.49,396995.0,3.0,63.0,0.9936262876,0.1027638889,0.8333333333,2026-05-31
308,84.7,35.1,49.6,73.0,"Isle of Wight County, VA",VA,"Virginia Beach, VA",Clear,"Generally permitted; use 'and/or assigns', market privately",47,40942,0.057659519504004136,303,7.4,419990.0,3.3,32.0,0.9988551425,-0.05984455727,-0.09615384615,2026-05-31
309,84.6,75.4,9.2,30.3,"Lancaster County, VA",VA,Virginia nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",20,11062,0.014397065566254011,116,10.49,347750.0,5.3,52.0,0.9758454654,-0.307960199,-0.2307692308,2026-05-31
310,84.6,4.3,80.3,76.1,"Fairfield County, OH",OH,"Columbus, OH",Disclosure,SB 155: bold written disclosure or seller can cancel,193,167762,0.05203682335825014,1146,6.83,345000.0,2.5,38.0,0.996432653,-0.01428571429,0.04891304348,2026-05-31
311,84.5,9.5,75.0,26.7,"Madera County, CA",CA,"Madera, CA",Mktg limits,No public property ads without ownership/license,102,165432,0.057519465077924235,1247,7.54,438823.0,5.2,67.0,0.9890163154,-0.007459496382,-0.2153846154,2026-05-31
312,84.5,1.8,82.7,86.0,"Johnson County, IN",IN,"Indianapolis, IN",Disclosure,Assignment disclosure required; else 'deceptive act',242,170614,0.05146583016460931,1088,6.38,320750.0,2.0,21.0,0.9816936543,-0.003866519666,-0.06201550388,2026-05-31
313,84.4,9.0,75.4,14.9,"Flathead County, MT",MT,"Kalispell, MT",Clear,"Generally permitted; use 'and/or assigns', market privately",151,114527,0.09197090035373423,830,7.25,648999.0,6.5,72.0,,-0.009161832061,0.02721088435,2026-05-31
314,84.4,2.4,82.0,68.3,"Kent County, DE",DE,"Dover, DE",Clear,"Generally permitted; use 'and/or assigns', market privately",197,192690,0.05689540744966185,1261,6.54,369900.0,3.0,41.0,0.9935944161,0.06599423631,-0.05741626794,2026-05-31
315,84.3,64.4,19.9,58.7,"Minidoka County, ID",ID,"Burley, ID",Clear,"Generally permitted; use 'and/or assigns', market privately",18,22691,0.047067509575008076,156,6.87,327500.0,2.9,51.0,0.985010161,-0.06160458453,-0.2173913043,2026-05-31
316,84.3,26.9,57.4,15.9,"Franklin County, TN",TN,"Tullahoma, TN",Clear,"Generally permitted; use 'and/or assigns', market privately",72,45137,0.05430720358777913,323,7.16,394950.0,5.1,89.0,0.979871811,0.2152307692,0.2631578947,2026-05-31
317,84.2,2.8,81.4,56.5,"Pitt County, NC",NC,"Greenville, NC",License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,196,180783,0.04111884729012975,1285,7.11,305995.0,3.4,48.0,0.9864064814,0.07366666667,-0.04390243902,2026-05-31
318,84.2,13.7,70.5,66.5,"Twin Falls County, ID",ID,"Twin Falls, ID",Clear,"Generally permitted; use 'and/or assigns', market privately",107,96509,0.0678845685706066,527,5.46,372900.0,2.4,45.0,0.9806691992,-0.01868421053,0.1505376344,2026-05-31
319,84.1,70.9,13.2,8.5,"Dixie County, FL",FL,Florida nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",16,17614,0.05567875337129158,126,7.15,406500.0,5.7,75.0,0.9141095719,0.5339622642,0.1428571429,2026-05-31
320,84.1,80.7,3.4,35.2,"Linn County, KS",KS,"Kansas City, MO",Clear,"Generally permitted; use 'and/or assigns', market privately",13,9841,0.026066103638828067,71,7.21,215000.0,3.8,66.0,,0.08585858586,-0.07142857143,2026-05-31
321,84.0,-13.8,97.8,38.8,"Duval County, FL",FL,"Jacksonville, FL",Clear,"Generally permitted; use 'and/or assigns', market privately",1157,1055159,0.057457913503957604,6017,5.7,322000.0,3.9,59.0,0.9774536085,0.02867183132,-0.1234848485,2026-05-31
322,84.0,47.0,37.0,22.4,"Uintah County, UT",UT,"Vernal, UT",Mktg limits,No public property ads without ownership/license,26,38307,0.0737771548703574,170,4.44,344500.0,6.2,62.0,0.9904973206,-0.05616438356,-0.1612903226,2026-05-31
323,83.9,43.0,40.9,3.6,"Okanogan County, WA",WA,Washington nonmetropolitan area,Mktg limits,No public property ads without ownership/license,27,44942,0.06631551474600803,229,5.1,340000.0,9.8,76.0,0.9617130693,-0.1940740741,0.2857142857,2026-05-31
324,83.9,7.1,76.8,93.5,"Carver County, MN",MN,"Minneapolis, MN",Clear,"Generally permitted; use 'and/or assigns', market privately",185,112628,0.04958669984250794,960,8.52,460620.0,1.8,21.0,1.003866832,-0.03362040932,0.149068323,2026-05-31
325,83.8,-13.4,97.2,72.5,"Oklahoma County, OK",OK,"Oklahoma City, OK",License req'd,SB 1075 (Nov 2025) closed the double-close loophole,1010,816490,0.02280770102833206,6803,8.33,270500.0,2.9,30.0,0.9814626838,0.005576208178,-0.0408357075,2026-05-31
326,83.8,-7.7,91.5,70.4,"Forsyth County, NC",NC,"Winston-Salem, NC",License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,482,398143,0.04053220571094048,2875,7.22,315000.0,3.0,35.0,0.9878208754,0.01612903226,-0.07307692308,2026-05-31
327,83.7,29.2,54.5,86.8,"Isanti County, MN",MN,"Minneapolis, MN",Clear,"Generally permitted; use 'and/or assigns', market privately",60,43687,0.055496496738342595,276,6.32,355450.0,2.1,28.0,1.000800106,0.08039513678,-0.01639344262,2026-05-31
328,83.7,6.3,77.4,27.8,"Henderson County, NC",NC,"Asheville, NC",License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,179,120771,0.03602954422626554,1093,9.05,410000.0,5.1,61.0,0.9781582904,-0.03981264637,0.04069767442,2026-05-31
329,83.6,23.8,59.8,31.3,"Carroll County, NH",NH,New Hampshire nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",76,52580,0.046576433121019105,505,9.6,519000.0,5.6,51.0,0.984096205,0.04848484848,-0.2323232323,2026-05-31
330,83.6,70.7,8.7,29.1,"Lake County, MI",MI,Michigan nonmetropolitan area,Mktg limits,"Market the contract interest, not the property",16,13005,0.0749710695982807,30,2.31,214950.0,7.3,26.0,0.9746365541,0.2353448276,-0.4838709677,2026-05-31
331,83.5,49.3,34.2,36.3,"Wayne County, GA",GA,"Jesup, GA",Mktg limits,No public property ads without ownership/license,27,32132,0.0658793869833477,102,3.17,215000.0,4.0,59.0,0.9720497327,-0.1170431211,0.03846153846,2026-05-31
332,83.5,45.2,38.3,4.9,"Washington County, TX",TX,"Brenham, TX",Disclosure,Must disclose equitable interest when marketing,28,37810,0.056086252164683534,197,5.21,288250.0,6.0,111.0,0.9501168321,-0.1394237946,-0.3913043478,2026-05-31
333,83.4,3.3,80.1,95.3,"Taylor County, TX",TX,"Abilene, TX",Disclosure,Must disclose equitable interest when marketing,213,148813,0.03707497926728133,1057,7.1,289900.0,1.2,21.0,0.9962456043,0.08373831776,0.01913875598,2026-05-31
334,83.4,80.4,3.0,62.8,"Heard County, GA",GA,"Atlanta, GA",Mktg limits,No public property ads without ownership/license,10,12119,0.05889034512887724,54,4.46,258000.0,3.2,46.0,0.9957623567,-0.14,0.1111111111,2026-05-31
335,83.3,8.9,74.4,41.8,"Bradley County, TN",TN,"Cleveland, TN",Clear,"Generally permitted; use 'and/or assigns', market privately",138,113782,0.04549255267341107,788,6.93,337000.0,4.7,49.0,0.9881443458,0.053125,-0.06756756757,2026-05-31
336,83.3,26.4,56.9,23.4,"Hardin County, TX",TX,"Beaumont, TX",Disclosure,Must disclose equitable interest when marketing,53,58670,0.041078874988909594,374,6.37,270000.0,3.3,49.0,0.8619895457,0.03886110042,-0.03636363636,2026-05-31
337,83.2,58.7,24.5,90.7,"Washington County, NE",NE,"Omaha, NE",License req'd,LB 860 (2024): publicly marketing needs a license,25,21254,0.01567428079900602,206,9.69,329956.0,1.6,22.0,0.9909126283,-0.05726857143,-0.07407407407,2026-05-31
